-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         315.6894   |         1 |            |      |  26351.040  -   58018.561 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(1P*)  | 3G*      | 5   |  11 - 11  |    |                   |  L11631c80  |
         315.70359  |      5200 | 1.26e+07   | B+   |  19562.439  -   51228.553 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 7G     | 5   |   9 - 11  |    |             T5720 |     L11631  |
         315.71430  |       580 | 1.81e+06   | C+   |  18378.186  -   50043.213 | 3d6.4s2               | a 3P2 | 2   | 3d7.(2P).4p           | w 3P*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         315.7204   |         0 |            |      |  27166.820  -   58831.230 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   |                       | 58831e   | 3   |   9 - 7   |    |                   |  L11631c80  |
         315.7288   |         2 |            |      |  22249.429  -   53913.020 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 2   |   7 - 5   |    |                   |  L11631c80  |
         315.7409   |       0d? |            |      |  23783.619  -   55446.008 | 3d6.4s2               | b 3G  | 5   | 3d6.(1G2).4s.4p.(3P*) | v 3H*    | 4   |  11 - 9   |    |                   |  L11631c80  |
         315.74511  |       339 |            |      |  21999.130  -   53661.079 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 5F*      | 3   |   9 - 7   |    |                   |     L11631  |
         315.78848  |   3160bl* |            |      |  27559.583  -   59217.204 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 2   | 3d6.4s.(6D<9/2>).6d   | 2[5/2]   | 3   |   5 - 7   |    |                   |     L11631  |
         315.78848  |   3160bl* | 1.61e+07   | C+   |  19912.495  -   51570.097 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | e 7S     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         315.79871  |       630 | 2.25e+06   | C+   |  19562.439  -   51219.015 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 5G     | 3   |   9 - 7   |    |             T5720 |     L11631  |
         315.8213   |        0? |            |      |  19912.495  -   51566.802 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | e 7G     | 1   |   5 - 3   |    |                   |  L11631c80  |
         315.8391   |         3 |            |      |  26623.735  -   58276.260 | 3d7.(2D2).4s          | a 3D  | 2   | 3d6.4s.(4D).5p        | 3D*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         315.8567   |       0d? |            |      |  26140.179  -   57790.909 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d7.(4F).6s           | 3F       | 2   |   7 - 5   |    |                   |  L11631c80  |
         315.90208  |       389 |            |      |  23783.619  -   55429.819 | 3d6.4s2               | b 3G  | 5   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 5   |  11 - 11  |    |                   |     L11631  |
         315.9123   |       0bl |            |      |  27166.820  -   58812.015 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d7.(4F).5d           | 3G       | 5   |   9 - 11  |    |                   |  L11631c80  |
         315.9250   |       1bl |            |      |  21038.987  -   52682.920 | 3d6.4s2               | b 3F2 | 2   | 3d7.(2D2).4p          | t 3D*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         315.9435   |         1 |            |      |  22249.429  -   53891.526 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         316.01962  |       600 |            |      |  26339.696  -   57974.137 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).4d   | i 5D     | 2   |   5 - 5   |    |                   |     L11631  |
         316.0243   |         3 |            |      |  22845.869  -   54479.902 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 5   | 3d6.4s.(6D).6s        | 5D       | 4   |  11 - 9   |    |                   |  L11631c80  |
         316.03413  |      3800 |            |      |  19390.168  -   51023.162 | 3d6.4s2               | a 3H  | 6   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 6   |  13 - 13  |    |                   |     L11631  |
         316.06572  |      6000 | 1.93e+07   | B+   |  19562.439  -   51192.273 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 7F     | 4   |   9 - 9   |    |             T5720 |     L11631  |
         316.07738  |       209 |            |      |  19350.891  -   50979.579 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | e 5G     | 4   |  11 - 9   |    |                   |     L11631  |
         316.09180  |       324 |            |      |  19912.495  -   51539.720 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | e 7G     | 2   |   5 - 5   |    |                   |     L11631  |
         316.13708  |      1020 | 2.14e+06   | C+   |  12560.934  -   44183.628 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         316.15510  |       219 |            |      |  19788.251  -   51409.124 | 3d6.4s2               | a 3H  | 4   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 4   |   9 - 9   |    |                   |     L11631  |
         316.19461  |      3310 | 4.65e+06   | D+   |  19350.891  -   50967.831 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | e 7G     | 6   |  11 - 13  |    |             T5720 |     L11631  |
         316.23298  |    740bl* |            |      |  19757.032  -   51370.145 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 5G     | 2   |   7 - 5   |    |                   |     L11631  |
         316.23298  |    740bl* |            |      |  21715.732  -   53328.835 | 3d7.(2G).4s           | a 3G  | 5   | 3d7.(4F).5p           | 3F*      | 4   |  11 - 9   |    |                   |     L11631  |
         316.2516   |         2 |            |      |  21999.130  -   53610.412 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 5D*      | 4   |   9 - 9   |    |                   |  L11631c80  |
         316.2568   |         0 |            |      |  25899.989  -   57510.666 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d7.(4F).6s           | 5F       | 3   |   9 - 7   |    |                   |  L11631c80  |
         316.3372   |       0d? |            |      |  22249.429  -   53852.114 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 5G*      | 4   |   7 - 9   |    |                   |  L11631c80  |
         316.38711  |       980 |            |      |  21715.732  -   53313.438 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3G).4s.4p.(3P*)  | y 1H*    | 5   |  11 - 11  |    |                   |     L11631  |
         316.42959  |       331 |            |      |  19757.032  -   51350.492 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (4D).5s   | g 5D     | 4   |   7 - 9   |    |                   |     L11631  |
         316.4811   |       0d? |            |      |  22249.429  -   53837.851 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 3D*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         316.4916   |       0d? |            |      |  21999.130  -   53586.510 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 5G*      | 5   |   9 - 11  |    |                   |  L11631c80  |
         316.50034  |       890 |            |      |  19562.439  -   51148.848 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 7F     | 3   |   9 - 7   |    |                   |     L11631  |
         316.5076   |         0 |            |      |  19788.251  -   51373.910 | 3d6.4s2               | a 3H  | 4   | 3d7.(2H).4p           | u 3G*    | 5   |   9 - 11  |    |                   |  L11631c80  |
         316.5128   |       0d? |            |      |  27394.691  -   58979.823 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d6.4s.(4D).4d        | 3D       | 2   |   7 - 5   |    |                   |  L11631c80  |
         316.5161   |         1 |            |      |  17550.181  -   49135.023 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 3   |   7 - 7   |    |                   |  L11631c80  |
         316.5262   |         1 |            |      |  22946.816  -   54530.653 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4F).5p           | 5D*      | 2   |   3 - 5   |    |                   |  L11631c80  |
         316.58575  |      1860 | 5.35e+06   | C+   |  19757.032  -   51334.911 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 7G     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         316.5933   |       5bl |            |      |  19788.251  -   51365.311 | 3d6.4s2               | a 3H  | 4   | 3d7.(2D2).4p          | v 3F*    | 3   |   9 - 7   |    |                   |  L11631c80  |
         316.62442  |       407 |            |      |  19757.032  -   51331.052 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 7F     | 2   |   7 - 5   |    |                   |     L11631  |
         316.6336   |       0d? |            |      |  19788.251  -   51361.391 | 3d6.4s2               | a 3H  | 4   | 3d6.(5D).4s (6D).5p   | t 5D*    | 3   |   9 - 7   |    |                   |  L11631c80  |
         316.64353  |      3630 | 1.14e+07   | B    |  20641.110  -   52213.230 | 3d6.4s2               | b 3F2 | 4   | 3d7.(2D2).4p          | t 3D*    | 3   |   9 - 7   |    |             T4293 |     L11631  |
         316.65865  |       158 |            |      |  27394.691  -   58965.275 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d6.4s.(4D).4d        | 3G       | 4   |   7 - 9   |    |                   |     L11631  |
         316.6591   |      2bl* |            |      |  17726.988  -   49297.635 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 1   |   5 - 3   |    |                   |  L11631c80  |
         316.6861   |        0? |            |      |  28604.613  -   60172.464 | 3d7.(2D2).4s          | a 1D  | 2   | 3d6.(3F2).4s.4p.(1P*) | 3F*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         316.6974   |         1 |            |      |  24338.767  -   55905.536 | 3d6.4s2               | b 3G  | 3   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         316.7781   |         1 |            |      |  17550.181  -   49108.896 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(2G).4p           | w 3F*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         316.79206  |       740 |            |      |  26140.179  -   57697.493 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).4d   | i 5D     | 4   |   7 - 9   |    |                   |     L11631  |
         316.81420  |       182 |            |      |  23192.500  -   54747.598 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 2   | 3d6.(5D).4s (6D).6s   | g 7D     | 1   |   5 - 3   |    |                   |     L11631  |
         316.8520   |        0d |            |      |  23051.750  -   54603.140 | 3d7.(4P).4s           | b 3P  | 0   | 3d7.(4F).5p           | 5D*      | 1   |   1 - 3   |    |                   |  L11631c80  |
         316.88539  |       660 | 2.60e+06   | C+   |  19912.495  -   51460.518 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | e 7G     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         316.8942   |         3 |            |      |  20019.635  -   51566.802 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 1   | 3d6.(5D).4s (6D).4d   | e 7G     | 1   |   3 - 3   |    |                   |  L11631c80  |
         316.9335   |      0bl* |            |      |  12968.554  -   44511.812 | 3d7.(4F).4s           | a 3F  | 2   | 3d7.(4P).4p           | y 5S*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         316.9335   |      0bl* |            |      |  27166.820  -   58710.047 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.(5D).4s (4D).4d   | g 5G     | 3   |   9 - 7   |    |                   |  L11631c80  |
         317.0131   |         1 |            |      |  22249.429  -   53784.750 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 5D*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         317.1348   |      11bl |            |      |  11976.239  -   43499.505 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 4   |   9 - 9   |    |                   |  L11631c80  |
         317.13511  |      2190 | 1.85e+07   | B    |  24574.655  -   56097.836 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.(3G).4s.4p.(3P*)  | 1F*      | 3   |   9 - 7   |    |             T5720 |     L11631  |
         317.16621  |       417 | 2.75e+06   | C+   |  20019.635  -   51539.720 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 1   | 3d6.(5D).4s (6D).4d   | e 7G     | 2   |   3 - 5   |    |             T5720 |     L11631  |
         317.1764   |         0 |            |      |  22838.323  -   54357.405 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 3G*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         317.20381  |       760 |            |      |  19788.251  -   51304.604 | 3d6.4s2               | a 3H  | 4   | 3d7.(2D2).4p          | v 3F*    | 4   |   9 - 9   |    |                   |     L11631  |
         317.20835  |       620 | 7.15e+05   | C+   |  17726.988  -   49242.886 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(2G).4p           | w 3F*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         317.21118  |       309 |            |      |  17726.988  -   49242.621 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 2   |   5 - 5   |    |                   |     L11631  |
         317.2290   |         1 |            |      |  22249.429  -   53763.280 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(2D2).4p          | x 1F*    | 3   |   7 - 7   |    |                   |  L11631c80  |
         317.2499   |       0bl |            |      |  27394.691  -   58906.436 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   |                       | 58906e   | 4   |   7 - 9   |    |                   |  L11631c80  |
         317.3238   |       0d? |            |      |  22838.323  -   54342.779 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 3D*      | 2   |   5 - 5   |    |                   |  L11631c80  |
         317.34061  |       347 |            |      |  23244.838  -   54747.598 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 1   | 3d6.(5D).4s (6D).6s   | g 7D     | 1   |   3 - 3   |    |                   |     L11631  |
         317.36063  |     600bl |            |      |  23110.939  -   54611.710 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 3   | 3d6.(5D).4s (6D).6s   | g 7D     | 2   |   7 - 5   |    |                   |     L11631  |
         317.36876  |       680 |            |      |  22249.429  -   53749.405 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 2   |   7 - 5   |    |                   |     L11631  |
         317.4218   |         1 |            |      |  26479.381  -   57974.137 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (4D).4d   | i 5D     | 2   |   3 - 5   |    |                   |  L11631c80  |
         317.53117  |       324 |            |      |  11976.239  -   43460.121 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5I*    | 5   |   9 - 11  |    |                   |     L11631  |
         317.5312   |       4bl |            |      |  26224.969  -   57708.741 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.(3D).4s.4p.(3P*)  | t 3F*    | 2   |   7 - 5   |    |                   |  L11631c80  |
         317.5380   |         1 |            |      |  22996.674  -   54479.902 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 4   | 3d6.4s.(6D).6s        | 5D       | 4   |   9 - 9   |    |                   |  L11631c80  |
         317.54445  |      6800 | 1.44e+07   | B+   |  19350.891  -   50833.438 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | e 7F     | 5   |  11 - 11  |    |             T5720 |     L11631  |
         317.5984   |         4 |            |      |  23270.384  -   54747.598 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 0   | 3d6.(5D).4s (6D).6s   | g 7D     | 1   |   1 - 3   |    |                   |  L11631c80  |
         317.6282   |         4 |            |      |  26339.696  -   57813.942 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).4d   | i 5D     | 3   |   5 - 7   |    |                   |  L11631c80  |
         317.63591  |       520 | 5.90e+06   | C+   |  21038.987  -   52512.457 | 3d6.4s2               | b 3F2 | 2   | 3d7.(2P).4p           | u 3D*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         317.7071   |       1bl |            |      |  11976.239  -   43442.705 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5I*    | 4   |   9 - 9   |    |                   |  L11631c80  |
         317.80126  |      4900 | 1.28e+07   | B+   |  19350.891  -   50807.997 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | f 7D     | 4   |  11 - 9   |    |             T5720 |     L11631  |
         317.8170   |         2 |            |      |  19621.006  -   51076.628 | 3d6.4s2               | a 3H  | 5   | 3d6.(5D).4s (6D).5p   | t 5D*    | 4   |  11 - 9   |    |                   |  L11631c80  |
         317.85362  |       620 |            |      |  24338.767  -   55790.696 | 3d6.4s2               | b 3G  | 3   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 3   |   7 - 7   |    |                   |     L11631  |
         317.8607   |       0d? |            |      |  26339.696  -   57790.909 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d7.(4F).6s           | 3F       | 2   |   5 - 5   |    |                   |  L11631c80  |
         317.8657   |       0d? |            |      |  22838.323  -   54289.034 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 3F*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         317.89619  |      3090 |            |      |  19621.006  -   51068.718 | 3d6.4s2               | a 3H  | 5   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 5   |  11 - 11  |    |                   |     L11631  |
