-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         746.56258  |     22bl(Fe II)* |            |      |  108906.631   -   122297.664  | 3d5.(4G).4s.4p.(1P*)  | 4H*   | 7/2  | 3d6.(3H).6s           | 4H     | 7/2  |   8 - 8   |    |                |     L18349c148  |
         746.57789  |              110 |            |      |   91843.485   -   105234.246  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(3P2).4d          | 4P     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         746.6771   |                5 | 9.e+04     | D    |   91199.776   -   104588.729  | 3d6.(5D).5p           | 4D*   | 1/2  | 3d6.(5D).5d           | 6D     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         746.89381  |               80 | 5.6e+06    | C+   |   90638.823   -   104023.921  | 3d6.(5D).5p           | 4D*   | 5/2  | 3d6.(5D).5d           | 4F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         747.04146  |               40 | 5.2e+06    | B+   |   90300.628   -   103683.078  | 3d6.(5D).5p           | 6F*   | 7/2  | 3d6.(5D).5d           | 4F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         747.17285  |               80 |            |      |  108483.877   -   121863.975  | 3d6.(3H).5p           | 4G*   | 11/2 | 3d6.(3H).6s           | 4H     | 13/2 |  12 - 14  |    |                |     L18349c148  |
         747.1862   |                8 |            |      |   91208.892   -   104588.729  | 3d6.(5D).5p           | 4F*   | 3/2  | 3d6.(5D).5d           | 6D     | 3/2  |   4 - 4   |    |                |     L18349c139  |
         747.36172  |               15 |            |      |   89625.951   -   103002.660  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 3/2  | 3d6.(3P2).4d          | 4D     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         747.5433   |               13 | 1.0e+06    | D+   |   90397.873   -   103771.342  | 3d6.(5D).5p           | 4D*   | 7/2  | 3d6.(3H).4d           | 4G     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         747.56121  |               40 | 4.9e+06    | C+   |   91199.776   -   104572.924  | 3d6.(5D).5p           | 4D*   | 1/2  | 3d6.(3P2).4d          | 4F     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         747.63752  |      170bl(Fe I) |            |      |   73395.831   -    86767.614  | 3d5.4s2               | 4F    | 5/2  | 3d6.(3P1).4p          | v 4D*  | 5/2  |   6 - 6   |    |                |     L18349c148  |
         748.0725   |               19 | 4.5e+05    | D+   |   91208.892   -   104572.924  | 3d6.(5D).5p           | 4F*   | 3/2  | 3d6.(3P2).4d          | 4F     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c145  |
         749.44024  |               30 | 1.0e+06    | D+   |   90780.623   -   104120.244  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).5d           | 6P     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c148  |
         749.4690   |               17 | 6.2e+06    | C+   |   91167.936   -   104507.058  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(3H).4d           | 4F     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         749.56269  |              800 | 1.96e+07   | B+   |   78237.709   -    91575.149  | 3d6.(5D).5s           | e 6D  | 7/2  | 3d6.(5D).5p           | w 6P*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         749.66936  |              170 | 1.46e+07   | C+   |   89331.199   -   102666.741  | 3d6.(5D).5p           | 6D*   | 3/2  | 3d6.(5D).6s           | 6D     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         750.65436  |              330 | 1.11e+07   | C+   |   78525.442   -    91843.485  | 3d6.(5D).5s           | e 6D  | 5/2  | 3d6.(5D).5p           | w 6P*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         750.9022   |               10 | 1.84e+06   | C+   |   91167.936   -   104481.606  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(3H).4d           | 2F     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         751.0661   |                5 | 2.0e+06    | D+   |   90898.878   -   104209.618  | 3d6.(5D).5p           | 4D*   | 3/2  | 3d6.(3H).4d           | 2F     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         751.08676  |               26 | 1.2e+06    | D+   |   91070.566   -   104380.941  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(5D).5d           | 6F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         751.14910  |               19 |            |      |   92899.306   -   106208.574  | 3d6.(3F1).4p          | 4D*   | 5/2  | 3d6.(3F2).4d          | 2F     | 5/2  |   6 - 6   |    |                |     L18349c139  |
         751.1935   |                9 | 2.9e+05    | D+   |   90901.130   -   104209.618  | 3d6.(5D).5p           | 4P*   | 5/2  | 3d6.(3H).4d           | 2F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         751.24526  |               60 | 3.5e+06    | C+   |   88723.398   -   102030.965  | 3d6.(5D).5p           | 6D*   | 9/2  | 3d6.(5D).6s           | 6D     | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         751.31767  |             1500 | 2.91e+07   | B+   |   77861.650   -    91167.936  | 3d6.(5D).5s           | e 6D  | 9/2  | 3d6.(5D).5p           | w 6P*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         751.51029  |              900 | 6.e+04     | D    |   46967.4751  -    60270.351  | 3d6.(5D).4p           | z 4P* | 5/2  | 3d5.4s2               | c 4D   | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         751.588    |                8 | 8.1e+03    | D+   |   31483.1979  -    44784.7859 | 3d6.(3D).4s           | b 4D  | 7/2  | 3d6.(5D).4p           | z 4D*  | 5/2  |   8 - 6   |    |          T7589 |  L15071,L18198  |
         751.5938   |               12 |            |      |  109271.932   -   122573.335  | 3d5.(2I).4s.4p.(3P*)  | 2I*   | 11/2 | 3d6.(3H).6s           | 2H     | 9/2  |  12 - 10  |    |                |     L18349c139  |
         751.61844  |              150 |            |      |   98294.909   -   111595.869  | 3d6.(3H).5s           | e 4H  | 11/2 | 3d6.(3H).5p           | 4H*    | 11/2 |  12 - 12  |    |                |     L18349c139  |
         751.78103  |              250 | 1.59e+07   | B+   |   91575.149   -   104873.232  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 4D     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         751.79588  |               50 |            |      |  108868.956   -   122166.779  | 3d6.(3H).5p           | 4H*   | 9/2  | 3d6.(3H).6s           | 4H     | 9/2  |  10 - 10  |    |                |     L18349c139  |
         751.86811  |               90 | 5.1e+06    | B+   |   90386.533   -   103683.078  | 3d6.(5D).5p           | 6F*   | 9/2  | 3d6.(5D).5d           | 4F     | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         752.0736   |               22 | 5.8e+05    | D+   |   78725.822   -    92018.727  | 3d6.(5D).5s           | e 6D  | 3/2  | 3d5.(4D).4s.4p.(3P*)  | 6F*    | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         752.0918   |               10 | 3.1e+05    | D+   |   92225.549   -   105518.142  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3F2).4d          | 4F     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         752.21054  |     32bl(Fe II)* | 7.6e+06    | C+   |   90898.878   -   104189.382  | 3d6.(5D).5p           | 4D*   | 3/2  | 3d6.(3H).4d           | 4F     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c148  |
         752.21054  |     32bl(Fe II)* |            |      |   98445.410   -   111735.854  | 3d6.(3H).5s           | e 4H  | 9/2  | 3d6.(3H).5p           | 4H*    | 7/2  |  10 - 8   |    |                |     L18349c148  |
         752.35543  |               60 | 2.3e+06    | D+   |   91575.149   -   104863.080  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6P     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         752.50984  |              320 | 1.78e+07   | B+   |   90397.873   -   103683.078  | 3d6.(5D).5p           | 4D*   | 7/2  | 3d6.(5D).5d           | 4F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         752.56173  |              130 |            |      |   91843.485   -   105127.773  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 4D     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         752.6441   |                5 | 7.4e+05    | D+   |   90638.823   -   103921.637  | 3d6.(5D).5p           | 4D*   | 5/2  | 3d6.(3H).4d           | 4G     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         753.07064  |               60 | 1.89e+06   | C+   |   89119.452   -   102394.764  | 3d6.(5D).5p           | 6D*   | 5/2  | 3d6.(5D).6s           | 4D     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         753.25058  |               50 | 3.2e+06    | C+   |   92358.625   -   105630.764  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 3/2  | 3d6.(5D).5d           | 4G     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         753.6671   |               10 | 2.7e+06    | D+   |   91575.149   -   104839.990  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(3F2).4d          | 4P     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c148  |
         753.9518   |                9 |            |      |   92329.905   -   105589.674  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 5/2  | 3d6.(3F2).4d          | 4H     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         754.02413  |              170 | 4.5e+06    | C+   |   91167.936   -   104426.460  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6F     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         754.33767  |              110 | 5.7e+06    | C+   |   91575.149   -   104828.163  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6D     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         754.86614  |              500 | 1.44e+07   | B+   |   91167.936   -   104411.671  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6D     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         755.38240  |              100 |            |      |   92225.549   -   105460.233  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3F2).4d          | 4D     | 3/2  |   4 - 4   |    |                |     L18349c139  |
         755.97192  |      230bl(Fe I) |            |      |   72238.564   -    85462.907  | 3d6.(3D).4p           | w 4F* | 5/2  | 3d6.(5D).4d           | e 4G   | 7/2  |   6 - 8   |    |                |     L18349c148  |
         756.52539  |               60 | 2.9e+06    | C+   |   89119.452   -   102334.140  | 3d6.(5D).5p           | 6D*   | 5/2  | 3d6.(5D).6s           | 6D     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         756.62177  |              280 | 1.26e+07   | B+   |   91167.936   -   104380.941  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).5d           | 6F     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         757.04771  |              160 | 5.3e+06    | C+   |   89128.569   -   102334.140  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 7/2  | 3d6.(5D).6s           | 6D     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         757.17351  |               40 |            |      |   92314.764   -   105518.142  | 3d6.(5D).5p           | 4P*   | 1/2  | 3d6.(3F2).4d          | 4F     | 3/2  |   2 - 4   |    |                |     L18349c139  |
         757.2574   |             3.4* |            |      |   92089.043   -   105291.014  | 3d5.(4G).4s.4p.(3P*)  | x 4H* | 7/2  | 3d6.(3F2).4d          | 4G     | 7/2  |   8 - 8   |    |                |     L18349c148  |
         757.2574   |             3.4* |            |      |   92018.727   -   105220.610  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 5/2  | 3d6.(3H).4d           | 4F     | 7/2  |   6 - 8   |    |                |     L18349c148  |
         757.40236  |               90 |            |      |   98445.410   -   111644.798  | 3d6.(3H).5s           | e 4H  | 9/2  | 3d5.(2H).4s.4p.(3P*)  | 4I*    | 9/2  |  10 - 10  |    |                |     L18349c139  |
         757.63305  |               70 | 6.4e+06    | D+   |   89471.372   -   102666.741  | 3d6.(5D).5p           | 6D*   | 1/2  | 3d6.(5D).6s           | 6D     | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         758.01951  |               12 | 6.8e+05    | D+   |   92225.549   -   105414.186  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3F2).4d          | 4G     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         758.10918  |               11 | 3.1e+05    | D+   |   92018.727   -   105205.808  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 5/2  | 3d6.(5D).5d           | 6G     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         758.16511  |               17 |            |      |   92274.123   -   105460.233  | 3d6.(3P1).4p          | 4P*   | 5/2  | 3d6.(3F2).4d          | 4D     | 3/2  |   6 - 4   |    |                |     L18349c148  |
         758.66443  |              160 | 6.2e+06    | B+   |   88853.535   -   102030.965  | 3d6.(5D).5p           | 6D*   | 7/2  | 3d6.(5D).6s           | 6D     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         758.76241  |               70 | 7.2e+06    | B+   |   90638.823   -   103814.552  | 3d6.(5D).5p           | 4D*   | 5/2  | 3d6.(5D).5d           | 4F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         758.77853  |               60 |            |      |   98568.907   -   111744.362  | 3d6.(3H).5s           | e 4H  | 7/2  | 3d6.(3F2).5p          | 2G*    | 7/2  |   8 - 8   |    |                |     L18349c139  |
         759.2611   |                5 | 1.9e+05    | D+   |   92282.470   -   105449.557  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 7/2  | 3d6.(5D).5d           | 4G     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         759.26837  |               70 |            |      |   98568.907   -   111735.854  | 3d6.(3H).5s           | e 4H  | 7/2  | 3d6.(3H).5p           | 4H*    | 7/2  |   8 - 8   |    |                |     L18349c139  |
         759.35607  |               18 |            |      |  109149.611   -   122315.037  | 3d5.(2I).4s.4p.(3P*)  | 2I*   | 13/2 | 3d6.(3H).6s           | 2H     | 11/2 |  14 - 12  |    |                |     L18349c139  |
         759.44375  |              120 | 8.e+05     | D+   |   91575.149   -   104739.057  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(3F2).4d          | 4P     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         759.5886   |                7 | 2.9e+05    | D+   |   91048.225   -   104209.618  | 3d6.(3P1).5p          | 4P*   | 3/2  | 3d6.(3H).4d           | 2F     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         760.02294  |               13 | 1.1e+06    | D+   |   92225.549   -   105379.425  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3F2).4d          | 4D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         760.22010  |               28 |            |      |   98445.410   -   111595.869  | 3d6.(3H).5s           | e 4H  | 9/2  | 3d6.(3H).5p           | 4H*    | 11/2 |  10 - 12  |    |                |     L18349c139  |
         760.50905  |              160 | 1.3e+05    | D    |   92314.764   -   105460.233  | 3d6.(5D).5p           | 4P*   | 1/2  | 3d6.(3F2).4d          | 4D     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         760.75854  |               50 | 3.0e+06    | D+   |   91048.225   -   104189.382  | 3d6.(3P1).5p          | 4P*   | 3/2  | 3d6.(3H).4d           | 4F     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         761.12600  |               90 |            |      |  108729.162   -   121863.975  | 3d6.(3H).5p           | 4H*   | 13/2 | 3d6.(3H).6s           | 4H     | 13/2 |  14 - 14  |    |                |     L18349c139  |
         761.38971  |              400 | 9.0e+06    | B+   |   91575.149   -   104705.411  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6D     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         761.69268  |               26 | 2.9e+06    | C+   |   90898.878   -   104023.921  | 3d6.(5D).5p           | 4D*   | 3/2  | 3d6.(5D).5d           | 4F     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         761.82341  |               19 | 5.8e+05    | D+   |   90901.130   -   104023.921  | 3d6.(5D).5p           | 4P*   | 5/2  | 3d6.(5D).5d           | 4F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         762.00567  |               40 | 1.7e+06    | D+   |   92329.905   -   105449.557  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 5/2  | 3d6.(5D).5d           | 4G     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         762.12112  |              400 | 1.74e+07   | B+   |   78725.822   -    91843.485  | 3d6.(5D).5s           | e 6D  | 3/2  | 3d6.(5D).5p           | w 6P*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         762.79810  |               25 |            |      |   93487.653   -   106593.657  | 3d6.(3F1).4p          | u 4F* | 7/2  | 3d5.4s.(7S).5s        | 6S     | 5/2  |   8 - 6   |    |                |     L18349c145  |
         763.19332  |              150 | 7.1e+06    | C+   |   89444.455   -   102543.689  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 5/2  | 3d6.(5D).6s           | 6D     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         763.5204   |                9 |            |      |   90780.623   -   103874.261  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(3H).4d           | 4H     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         763.62371  |               34 | 1.1e+06    | D+   |   92225.549   -   105317.400  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3P2).4d          | 2P     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         764.08219  |              250 | 2.7e+04    | D    |   88614.523   -   101698.519  | 3d5.(4P).4s.4p.(3P*)  | 6D*   | 9/2  | 3d6.(5D).6s           | 6D     | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         764.55570  |               18 |            |      |   98568.907   -   111644.798  | 3d6.(3H).5s           | e 4H  | 7/2  | 3d5.(2H).4s.4p.(3P*)  | 4I*    | 9/2  |   8 - 10  |    |                |     L18349c139  |
         764.5908   |               16 | 3.1e+04    | D    |   65109.691   -    78185.004  | 3d6.(3F2).4p          | y 2G* | 7/2  | 3d5.4s2               | 2G2    | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         764.76479  |      240bl(Fe I) | 1.38e+07   | B+   |   89471.372   -   102543.689  | 3d6.(5D).5p           | 6D*   | 1/2  | 3d6.(5D).6s           | 6D     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c148  |
         764.78410  |       23bl(Fe I) | 1.9e+05    | D+   |   91048.225   -   104120.244  | 3d6.(3P1).5p          | 4P*   | 3/2  | 3d6.(5D).5d           | 6P     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c148  |
         765.30982  |               10 | 9.e+04     | D    |   92225.549   -   105288.559  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(5D).5d           | 6G     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         765.4182   |    2.7bl(Fe II)* |            |      |   81639.253   -    94700.415  | 3d5.4s2               | 2F2   | 5/2  | 3d6.(3F1).4p          | 2D*    | 5/2  |   6 - 6   |    |                |     L18349c148  |
         765.4182   |    2.7bl(Fe II)* | 9.e+04     | D    |   97507.414   -   110568.558  | 3d6.(3P2).5s          | 4P    | 5/2  | 3d6.(3F2).5p          | 4F*    | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c148  |
         765.5497   |               33 |            |      |   31387.9788  -    44446.9051 | 3d6.(3D).4s           | b 4D  | 5/2  | 3d6.(5D).4p           | z 4D*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         765.66627  |                9 | 9.e+04     | D+   |   92154.154   -   105211.079  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 7/2  | 3d6.(5D).5d           | 4G     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         765.75169  |              400 | 6.e+04     | D    |   47389.809   -    60445.279  | 3d6.(5D).4p           | z 4P* | 3/2  | 3d5.4s2               | c 4D   | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         765.76290  |               70 | 8.4e+06    | C+   |   91575.149   -   104630.429  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).5d           | 6F     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         766.00004  |              110 |            |      |   47389.809   -    60441.042  | 3d6.(5D).4p           | z 4P* | 3/2  | 3d5.4s2               | c 4D   | 3/2  |   4 - 4   |    |                |     L18349c139  |
         766.08981  |              500 | 1.68e+07   | B+   |   78525.442   -    91575.149  | 3d6.(5D).5s           | e 6D  | 5/2  | 3d6.(5D).5p           | w 6P*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         766.25476  |               40 | 1.0e+06    | D+   |   92018.727   -   105065.627  | 3d5.(4D).4s.4p.(3P*)  | 6F*   | 5/2  | 3d6.(5D).5d           | 6G     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         766.4674   |                4 | 1.9e+05    | D+   |   92274.123   -   105317.400  | 3d6.(3P1).4p          | 4P*   | 5/2  | 3d6.(3P2).4d          | 2P     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         766.61373  |              120 | 1.07e+07   | C+   |   89625.951   -   102666.741  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 3/2  | 3d6.(5D).6s           | 6D     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         766.81476  |               13 | 1.3e+06    | D+   |   91070.566   -   104107.939  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(3P2).4d          | 4F     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         767.01745  |                7 | 8.e+05     | D+   |   90780.623   -   103814.552  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).5d           | 4F     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         767.86165  |              220 | 1.96e+07   | B+   |   91843.485   -   104863.080  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 6P     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         768.23507  |               21 | 4.6e+05    | D+   |   92225.549   -   105238.815  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3P2).4d          | 2D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         768.34077  |               11 |            |      |   98568.907   -   111580.386  | 3d6.(3H).5s           | e 4H  | 7/2  | 3d6.(3F2).5p          | 2F*    | 7/2  |   8 - 8   |    |                |     L18349c139  |
         768.50490  |               11 |            |      |   92225.549   -   105234.246  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(3P2).4d          | 4P     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         768.6129   |                5 |            |      |   92453.365   -   105460.233  | 3d6.(3F1).4p          | 4D*   | 1/2  | 3d6.(3F2).4d          | 4D     | 3/2  |   2 - 4   |    |                |     L18349c139  |
         768.63189  |               23 | 2.0e+06    | D+   |   78844.031   -    91850.584  | 3d6.(5D).5s           | e 6D  | 1/2  | 3d5.(4D).4s.4p.(3P*)  | 6F*    | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         768.73864  |               70 | 3.4e+06    | C+   |   92225.549   -   105230.291  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(5D).5d           | 4D     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         768.84514  |              320 | 1.59e+07   | B+   |   89331.199   -   102334.140  | 3d6.(5D).5p           | 6D*   | 3/2  | 3d6.(5D).6s           | 6D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         768.9181   |              2.6 |            |      |  109571.639   -   122573.335  | 3d5.(2G2).4s.4p.(3P*) | 4H*   | 7/2  | 3d6.(3H).6s           | 2H     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         769.05144  |              280 | 1.55e+07   | B+   |   78844.031   -    91843.485  | 3d6.(5D).5s           | e 6D  | 1/2  | 3d6.(5D).5p           | w 6P*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         769.06870  |               28 | 2.4e+06    | D+   |   97507.414   -   110506.577  | 3d6.(3P2).5s          | 4P    | 5/2  | 3d6.(3P2).5p          | 4D*    | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         769.12536  |                8 |            |      |   98445.410   -   111443.614  | 3d6.(3H).5s           | e 4H  | 9/2  | 3d6.(3F2).5p          | 2G*    | 9/2  |  10 - 10  |    |                |     L18349c139  |
         769.15071  |               15 | 3.3e+06    | D+   |   91575.149   -   104572.924  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(3P2).4d          | 4F     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         769.22592  |               22 | 4.4e+05    | D+   |   91843.485   -   104839.990  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(3F2).4d          | 4P     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         769.63435  |               40 | 7.8e+06    | C+   |   91199.776   -   104189.382  | 3d6.(5D).5p           | 4D*   | 1/2  | 3d6.(3H).4d           | 4F     | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         769.7595   |                4 | 2.0e+05    | D+   |   92329.905   -   105317.400  | 3d5.(4G).4s.4p.(3P*)  | v 4F* | 5/2  | 3d6.(3P2).4d          | 2P     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         769.92650  |               30 | 9.6e+06    | B+   |   91843.485   -   104828.163  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).5d           | 6D     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         770.18852  |                6 | 5.e+04     | D    |   92225.549   -   105205.808  | 3d6.(5D).5p           | 4P*   | 3/2  | 3d6.(5D).5d           | 6G     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         770.45961  |               14 | 3.8e+05    | D+   |   91048.225   -   104023.921  | 3d6.(3P1).5p          | 4P*   | 3/2  | 3d6.(5D).5d           | 4F     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         770.49362  |              290 | 3.02e+07   | B+   |   88723.398   -   101698.519  | 3d6.(5D).5p           | 6D*   | 9/2  | 3d6.(5D).6s           | 6D     | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         771.0503   |              1.7 |            |      |   93830.961   -   106796.679  | 3d5.(4D).4s.4p.(3P*)  | 6D*   | 5/2  | 3d6.(5D).5d           | 4P     | 5/2  |   6 - 6   |    |                |     L18349c145  |
